Numfront:	
61	
	
AUGMECON-II:	15
10264.41786	2267.10682
10357.38254	2262.67409
10651.42035	2246.32995
10892.58813	2218.07516
10196.52173	2277.10682
10918.15539	2213.64242
11158.96316	2200.63679
10763.42936	2229.38939
9966.14547	2306.00801
9963.41457	2319.16007
10689.76005	2239.77454
9715.19382	2406.77844
10119.81994	2281.53956
10748.25903	2230.57266
10410.61258	2259.33558
10479.65836	2258.53393
10631.85990	2249.37983
9765.26451	2343.35194
9770.33664	2340.15026
9702.53209	2412.34571
9724.83130	2364.77021
10572.62305	2254.10119
10505.22563	2254.10119
10046.70333	2290.44075
10196.52173	2277.10682
10237.77188	2272.87174
10858.57769	2224.17648
10796.36108	2224.62025
10086.88822	2286.30871
11064.35011	2205.87118
9927.59630	2320.15026
11126.03144	2205.40594
10859.65641	2222.84430
10722.69177	2235.00540
10238.85059	2271.53956
10598.19031	2249.66846
9859.70017	2330.15026
9818.81665	2333.59280
11251.92784	2196.20405
11064.35011	2205.87118
9674.76061	2428.19671
9684.79821	2421.11465
9742.56517	2356.00127
9752.60277	2348.91920
11133.39589	2205.06953
10264.41786	2267.10682
10484.01681	2257.95273
10715.32731	2235.34181
9738.28066	2361.56853
9782.99838	2334.58300
9978.80720	2300.44075
10021.13607	2294.87348
9895.51844	2329.16007
9697.45995	2415.54739
10391.05213	2262.38547
9657.02674	2436.96566
9670.47610	2433.76398
10391.05213	2262.38547
9902.02903	2324.58300
	
NSGA-II_20:	71
10613.13779	2196.32798
9180.53010	2494.66949
9580.40476	2323.28912
9615.60905	2319.88489
9349.25151	2403.17692
9467.27813	2347.85868
9200.82058	2463.17852
9204.83126	2446.60998
9195.03393	2479.33200
9200.82058	2463.17852
10398.38627	2210.57811
9215.63489	2443.27147
9545.64673	2332.83168
10453.39356	2203.96730
9948.21964	2246.25605
10154.35712	2229.81896
9321.35895	2404.22047
9382.96710	2388.24885
9493.36040	2342.15950
9830.30240	2281.74273
9791.51781	2288.18682
10549.15434	2196.32798
9444.68182	2363.99242
9754.09601	2305.88498
10343.01685	2212.76506
9249.06572	2418.29000
9238.71293	2429.52106
9682.30144	2312.51225
9433.87819	2367.33093
9912.74627	2254.18399
9840.85162	2275.00865
9191.33373	2491.33098
9467.16862	2360.21936
9674.32213	2318.56776
10522.71899	2197.37153
9860.13169	2257.24625
10316.58150	2213.80862
9844.85305	2259.60693
10220.82073	2221.44794
10192.24878	2227.01520
9235.14834	2435.92932
10108.04613	2235.47918
9482.55677	2345.49800
9398.66425	2378.79925
9424.74652	2373.10007
9600.33041	2322.24557
9717.50573	2309.10802
9773.33852	2296.11476
10281.50674	2219.37588
9841.95240	2265.17419
9974.65498	2245.21250
10494.62317	2202.64329
9362.19234	2393.72044
9928.02492	2251.82332
10139.07848	2232.17964
10037.47760	2238.61673
10015.88459	2243.88849
10134.16240	2235.38623
10063.91294	2237.57318
9292.23003	2406.66722
9288.99827	2412.50474
9259.86935	2414.95149
9525.72108	2333.87523
10247.25608	2220.40438
9674.32213	2318.56776
9886.56704	2256.20269
9398.24574	2385.88817
10426.95821	2205.01085
10301.30286	2216.16930
9776.23917	2290.54749
9833.20305	2276.17547
	
NSGA-II_21:	55
10560.71854	2204.08079
9146.00403	2441.29812
9649.71840	2279.14258
9529.09095	2282.48109
9875.26761	2265.11134
9754.64015	2268.44985
10335.16933	2218.11203
9754.64015	2268.44985
9675.28567	2274.70985
10090.86728	2246.62277
9432.12012	2296.71778
10414.52382	2211.85203
10001.42775	2258.99033
9900.83487	2260.67860
9429.97697	2312.05526
9527.18031	2293.37927
9199.74534	2391.50328
9394.03350	2318.63115
9197.60218	2406.84076
9159.51556	2428.75414
9161.65871	2413.41665
9391.89034	2333.96864
9359.96014	2365.57568
9364.58544	2352.47337
9381.08345	2339.86221
10265.41982	2225.75135
10188.97461	2225.88327
10490.96903	2211.72011
10022.25427	2247.75928
10187.83811	2232.38608
10119.22510	2233.52259
9529.09095	2282.48109
10119.22510	2233.52259
10092.00378	2240.11996
9365.28748	2350.31913
9273.58074	2381.26218
9235.38396	2389.05653
9382.80670	2338.39029
10309.60207	2222.54476
10535.15127	2208.51352
9239.60940	2382.05368
10188.97461	2225.88327
9419.17007	2317.94883
9284.45746	2377.47203
9358.29286	2367.23093
9336.58022	2367.81699
9327.20086	2372.23251
9309.44128	2376.54006
9275.24802	2379.60693
9224.72916	2390.57130
9186.64254	2412.48468
9420.89332	2316.47691
9197.29734	2410.96990
9320.09608	2375.02528
9235.38396	2389.05653
	
NSGA-II_22:	78
10565.51780	2237.43209
9306.46225	2587.44613
9330.46824	2499.13661
9321.88946	2542.08340
9358.35845	2426.92213
9353.11792	2463.76342
9312.71183	2560.35721
9307.90923	2583.30399
9331.91522	2494.99447
9336.71783	2472.04769
10004.99185	2306.78094
9360.61641	2418.63785
9364.60804	2399.83320
9694.49984	2331.38209
10009.35047	2287.91056
9593.60934	2342.02704
10260.26538	2257.28580
10211.52762	2259.23457
9907.36478	2311.29533
10336.12127	2252.85306
10396.46761	2249.63606
10339.96860	2251.46333
9314.15881	2556.21507
9320.44248	2546.22553
9396.53900	2375.91594
9903.51745	2312.68507
10207.68030	2260.62431
10512.93272	2240.77059
10437.07683	2245.20333
10287.38351	2254.80183
10485.81459	2243.25456
10561.67047	2238.82182
9956.10253	2309.34656
10066.25293	2276.35351
10025.38357	2279.69202
10119.60903	2269.23457
9807.16191	2321.29533
9469.40473	2354.33214
9365.41902	2395.69107
9747.08493	2328.04358
9507.66815	2352.48449
9866.75555	2315.72807
9603.06023	2339.15333
10396.46761	2249.63606
9555.34592	2343.87469
10170.91840	2263.66731
10152.19412	2265.89606
10084.97722	2274.12475
10111.32476	2269.23457
9435.17188	2374.84516
9729.98398	2329.52402
10433.22950	2246.59306
9439.18753	2364.20021
9630.37123	2338.98404
9848.03127	2317.95683
9815.92517	2319.06657
9959.94986	2307.95683
10264.11271	2255.89606
10489.66192	2241.86482
9790.74285	2326.71631
9634.21856	2337.59430
9448.07451	2358.05175
9546.58266	2346.10345
9379.43297	2390.05808
9437.17742	2366.62662
9338.16481	2467.90555
9653.89062	2335.81482
9682.95632	2335.64553
9393.71792	2382.48449
9983.22066	2306.86260
10084.97722	2274.12475
10152.19412	2265.89606
9848.03127	2317.95683
9395.72802	2380.05808
9770.35573	2326.94935
9517.11905	2349.61078
9534.01569	2347.59430
10004.99185	2306.78094
	
NSGA-II_23:	64
10589.65067	2246.03486
9398.37197	2458.88545
9407.46835	2441.24613
9443.62438	2424.07194
10215.03422	2266.38172
9407.46835	2441.24613
9398.37197	2458.88545
9776.03898	2343.23948
9956.37677	2294.63577
9907.63273	2305.04674
10440.58343	2252.35048
10122.88511	2268.48917
10340.40327	2255.68899
10114.85406	2269.72023
10066.89657	2279.47937
10269.07983	2260.71793
9623.96217	2375.46823
9614.86579	2393.10755
9709.74777	2371.24690
9727.29494	2353.65045
10494.62903	2246.68669
10348.43431	2254.45793
9907.63273	2305.04674
9900.20822	2320.03278
10056.55693	2291.29727
10066.11003	2280.13120
9892.38713	2325.65623
9843.64309	2336.06720
9956.37677	2294.63577
10014.53416	2293.45057
9556.60102	2417.18396
9559.97253	2406.48868
9776.03898	2343.23948
9482.89056	2422.29736
9709.74777	2371.24690
9670.48159	2373.02148
9567.79362	2400.86524
9606.66497	2399.74250
9851.46418	2330.44376
9517.33484	2418.95853
9490.14380	2421.62519
10261.04879	2261.94899
10486.59799	2247.91774
9851.06935	2331.09559
9899.81339	2320.68462
9567.39879	2401.51707
9663.22835	2373.69365
10469.06177	2251.11942
10243.51256	2265.15067
10441.36997	2251.69865
10215.82077	2265.72989
10469.06177	2251.11942
9614.86579	2393.10755
9614.31303	2398.41849
9531.63759	2418.03944
10261.83533	2261.29715
10341.18982	2255.03715
10487.38454	2247.26591
9607.05980	2399.09066
9663.22835	2373.69365
9670.48159	2373.02148
10122.88511	2268.48917
10269.07983	2260.71793
10115.64061	2269.06840
	
NSGA-II_24:	64
9899.67089	2275.22467
9138.31245	2516.98834
9674.12168	2289.25591
9810.43119	2288.07850
9145.88962	2503.04385
9245.09936	2409.73698
9230.04402	2418.59565
9191.13830	2442.14842
9209.74525	2434.06179
9830.25699	2284.74000
9498.14160	2317.47929
9382.39749	2379.19502
9368.21047	2380.73469
9548.21718	2308.90316
9456.92964	2325.25053
9478.31580	2320.81779
9282.24202	2396.38677
9301.88185	2392.35746
9175.33768	2469.20163
9161.69023	2475.99063
9321.70766	2389.01896
9259.16026	2406.39848
9853.16807	2283.50894
9627.61887	2297.54019
9876.75981	2276.45573
9651.21060	2290.48697
9604.70779	2298.77124
9437.10384	2328.58903
9280.49570	2396.79020
9303.62818	2391.95403
9543.67002	2309.88099
9478.31580	2320.81779
9186.41005	2448.00628
9390.62094	2366.08629
9635.93196	2292.84765
9569.60334	2304.47043
9393.46987	2357.99967
9154.11306	2489.93512
9156.96199	2481.84850
9584.88198	2302.10975
9326.99851	2388.50593
9609.99864	2298.25821
9178.83288	2461.95077
9149.38482	2495.79299
9385.89270	2371.94415
9183.56113	2456.09290
9421.53331	2338.19731
9398.19811	2352.14180
9412.25900	2348.80330
9214.47350	2428.20393
9223.51049	2423.27804
9344.61874	2387.78790
9416.80507	2344.05518
9861.48117	2278.81641
9242.11745	2415.19142
9528.39138	2312.24167
9260.66989	2400.12870
9435.59420	2334.85881
9528.39138	2312.24167
9521.05268	2316.24823
9835.54784	2284.22697
9416.80507	2344.05518
9262.41621	2399.72527
9503.43246	2316.96626
	
NSGA-II_25:	49
9940.36513	2209.60355
9163.64494	2487.12117
9794.17041	2217.37479
9910.60505	2215.65906
9169.89452	2460.03225
9764.41033	2223.43030
9598.54761	2233.81188
9216.71147	2386.95196
9213.76493	2411.77475
9670.36359	2231.78077
9693.21385	2225.72526
9561.80005	2241.09845
9497.59105	2242.16235
9192.86511	2428.59603
9177.84238	2446.00100
9235.32661	2364.03400
9220.01452	2384.68583
9442.27188	2263.53574
9411.49653	2273.10291
9274.61768	2359.89186
9200.81297	2414.56479
9314.43364	2334.32448
9321.42113	2333.09343
9335.20268	2320.67942
9404.46602	2286.67671
9409.48643	2275.52932
9308.47058	2347.14261
9488.59347	2245.81981
9768.84684	2221.00390
9470.53606	2257.90248
9363.16485	2293.24525
9348.16727	2305.30622
9915.04156	2213.23266
9337.21278	2318.25301
9691.20375	2228.15166
9285.89634	2353.19486
9346.15717	2307.73263
9384.44154	2288.84305
9573.22405	2237.44099
9365.17495	2290.81884
9210.46188	2414.04088
9292.88383	2351.96380
9591.56013	2235.04294
9463.54858	2259.13353
9451.26947	2259.87828
9566.23656	2238.67204
9490.60357	2243.39340
9444.28198	2261.10933
9363.16485	2293.24525
	
NSGA-II_26:	58
10589.48514	2238.25752
9261.03471	2446.06292
10562.83916	2244.02243
10314.08018	2244.31303
10088.53098	2258.34428
10240.82356	2257.96692
9290.48278	2412.22071
9270.39903	2428.42360
9330.29874	2386.65333
9339.66305	2369.01401
9299.84709	2394.58139
9261.03471	2446.06292
9647.65046	2330.64849
9847.60894	2319.95576
9772.30760	2320.64849
9711.42405	2329.26564
9400.84986	2358.03618
9618.72768	2336.38458
9989.68364	2275.33667
9898.92244	2309.55624
9924.51316	2306.21774
9935.33459	2305.46859
9946.16347	2297.63162
9951.50784	2289.41308
9575.73758	2339.91059
9447.22408	2356.84083
9477.12667	2350.20936
9529.36336	2341.10594
9593.13696	2339.72309
9325.43781	2391.24288
9737.01477	2325.92713
9375.25914	2361.37469
9365.25377	2365.67550
9877.90252	2314.10671
9503.77264	2344.44445
10062.94026	2261.68278
9977.09856	2286.07457
9502.71738	2346.87085
10261.84349	2253.41645
10036.29428	2267.44769
9477.12667	2350.20936
9473.95905	2356.26487
10563.89443	2241.59603
10288.48947	2247.65154
9622.05974	2333.98700
9986.51603	2281.39218
9746.71688	2323.98700
9872.27646	2315.32115
9852.31180	2317.44522
9897.86718	2311.98265
10041.92034	2266.23325
10061.88500	2264.10919
10241.87883	2255.54051
10016.32962	2269.57176
10287.43420	2250.07795
10267.46954	2252.20201
10015.27436	2271.99816
9737.01477	2325.92713
	
NSGA-II_27:	66
10582.76489	2224.74388
9280.34312	2501.20871
9546.22343	2330.02034
9792.27039	2328.55551
9282.37961	2448.08880
9281.60488	2488.84803
9288.62920	2420.99987
9955.78072	2298.94645
9962.03030	2271.85753
9294.36001	2416.65258
9300.60959	2389.56366
10343.72162	2242.09269
10460.46124	2238.77512
9949.84826	2309.44251
9322.43876	2370.69329
9319.90890	2387.34241
9492.59857	2334.01067
9544.02521	2332.45362
9424.97215	2357.36917
9441.49182	2345.77774
9426.77555	2355.58771
9891.04244	2311.15138
10284.91580	2243.80156
9492.99340	2333.35884
9373.54552	2358.92622
10492.38539	2234.61959
9340.32909	2369.70309
9459.77697	2344.13571
10248.90284	2243.83595
9801.79944	2314.52427
9799.96501	2323.97387
9962.03030	2271.85753
10284.91580	2243.80156
10195.67280	2247.17445
10162.61215	2257.83280
10126.59919	2257.86719
10038.87835	2267.54220
10493.52189	2228.11677
9998.04327	2271.82314
10529.53485	2228.08239
10231.68577	2247.14007
10002.86538	2267.57659
9855.02948	2311.18577
9801.79944	2314.52427
10073.36915	2261.20570
9837.81240	2314.48988
10109.38211	2261.17131
10546.75193	2224.77827
9951.14858	2302.84772
10194.53630	2253.67727
10056.09542	2264.23808
9318.49992	2388.57347
9799.96501	2323.97387
10187.57951	2257.82629
10187.57951	2257.82629
10002.86538	2267.57659
9853.22608	2312.96722
9951.14858	2302.84772
9955.78072	2298.94645
9837.81240	2314.48988
10124.79579	2259.64865
10247.09944	2245.61740
10054.29202	2266.01954
9459.38214	2344.78755
9441.88664	2345.12591
9855.02948	2311.18577
	
NSGA-II_28:	69
11439.53969	2235.28769
9546.13648	2574.03900
9547.88280	2573.63557
9552.96345	2523.74646
9992.57225	2315.12662
10197.67734	2314.69181
10285.79764	2299.36171
11371.82774	2245.93264
10430.18566	2296.02320
10843.37320	2272.75089
10708.66513	2279.06730
11242.71837	2246.91047
10723.94377	2276.70662
9716.89977	2424.89873
9709.89440	2446.65754
9583.26793	2509.48738
10602.89988	2279.87672
11146.27854	2259.96389
11040.51328	2260.77330
9904.45195	2330.45673
10482.61897	2287.73893
10587.62124	2282.23740
10511.34685	2285.33047
9691.55501	2447.64708
9902.67050	2338.67527
9784.81646	2389.56124
9731.90413	2413.66767
9681.45113	2455.86562
10260.57697	2299.36171
9857.68601	2365.24381
9771.62216	2393.66767
9799.82082	2378.33019
10880.84662	2266.47248
11423.50659	2243.50624
9972.97624	2323.34516
10198.52544	2309.31392
10218.12146	2301.09538
9992.57225	2315.12662
11161.55718	2257.60321
10896.12526	2264.11180
10949.49298	2262.67538
9676.55064	2458.87814
9648.35198	2474.21562
9663.35634	2462.98456
9638.24809	2482.43417
9628.04678	2489.08395
10991.94849	2260.94171
9653.25246	2471.20311
11387.10638	2243.57196
9861.24892	2357.02527
9876.25329	2345.79421
9874.47183	2354.01276
10858.65184	2270.39021
11213.99049	2249.31893
9756.61779	2404.89873
9760.10280	2398.33019
9611.46659	2494.14989
9600.30351	2504.14989
9745.09844	2409.56124
9622.98595	2489.48738
11197.95738	2257.53748
9889.44759	2341.68778
9590.53048	2508.40898
11198.71185	2251.67961
11424.26105	2237.64837
9608.87250	2499.52554
10197.67734	2314.69181
9602.04984	2503.74646
9616.52743	2493.74646
	
NSGA-II_29:	62
10125.05717	2272.43973
9336.51142	2584.08685
9937.09950	2286.47097
10087.21414	2282.49119
9708.57574	2368.77441
9580.82866	2371.13508
9361.08336	2542.68650
9365.36921	2513.05989
9372.89809	2493.57292
9344.04029	2564.59988
9534.37013	2397.12487
9486.00746	2400.45603
9857.79123	2301.80108
9899.25647	2296.52244
9559.74815	2381.26701
9460.62944	2416.31389
9413.09268	2457.69951
9398.27611	2477.71506
9353.55449	2562.17347
9355.28149	2550.45774
9747.96567	2342.35308
9729.68505	2346.97988
9824.50624	2317.65894
9412.23046	2468.93057
9762.97004	2331.12202
9392.93862	2488.94611
9430.13576	2435.78613
9450.17728	2432.85081
9454.82757	2424.08513
9424.17881	2451.54090
9480.20559	2408.22727
9723.88318	2354.75113
9809.22760	2320.01962
9460.62944	2416.31389
9454.82757	2424.08513
9430.13576	2435.78613
9361.08336	2542.68650
9842.51259	2304.16176
9836.71072	2311.93300
9708.87882	2365.98218
9714.68068	2358.21094
9424.33389	2443.55737
9757.16817	2338.89326
9508.92542	2398.09535
9553.91553	2385.11854
9785.88800	2328.76134
10125.05717	2272.43973
9921.82086	2288.83165
10109.77853	2274.80041
10102.49278	2280.13051
9914.53511	2294.16176
9803.42573	2327.79086
9565.55002	2373.49576
9540.17200	2389.35363
9405.56381	2477.18648
9827.50823	2315.39281
9412.23046	2468.93057
9353.55449	2562.17347
9937.09950	2286.47097
10102.49278	2280.13051
10109.77853	2274.80041
9407.13574	2473.45428
	
NSGA-II_30:	64
10613.49216	2225.68901
9392.42365	2482.20550
10558.21352	2228.04969
10361.80526	2229.28075
9398.20489	2444.01016
10275.39897	2234.94454
10125.31943	2235.94224
9405.25320	2417.21184
9608.07611	2310.98025
9657.42774	2285.41287
9435.30707	2409.66536
9436.35280	2387.73222
9608.07611	2310.98025
9602.89308	2326.17036
10110.04079	2238.30292
9485.70444	2362.16484
10610.58108	2226.92007
9923.53229	2252.71578
9682.44460	2277.77355
9748.35846	2269.10771
10321.72770	2234.71119
9789.57043	2261.33646
9763.63710	2266.74703
9874.91122	2257.74473
10034.80640	2243.71349
10275.39897	2234.94454
9561.68111	2333.94160
9593.66494	2329.03835
9478.08449	2370.01629
9527.43612	2344.44891
10072.73435	2239.28075
9414.48133	2414.34385
9879.01796	2255.63728
10038.91315	2241.60604
9519.94943	2351.65753
9682.44460	2277.77355
9716.33351	2276.54250
9494.93257	2359.29685
9506.64961	2358.30665
9723.65657	2270.00231
9838.73797	2257.74473
9998.63316	2243.71349
9475.63481	2377.31775
9536.66425	2341.58092
9552.45298	2336.80959
9912.83916	2253.31199
10062.18395	2240.51181
9723.65657	2270.00231
9902.28876	2254.54305
9466.40667	2380.18574
9457.29797	2383.87403
9964.74425	2244.94454
10346.52662	2231.64143
10351.25486	2230.51181
9804.84907	2258.97578
9789.57043	2261.33646
9949.46561	2247.30522
10323.87731	2233.71349
9510.72130	2354.52552
9445.58094	2384.86423
9826.43287	2258.97578
9986.32806	2244.94454
10361.80526	2229.28075
10335.97622	2232.87249
	
Math-AUGMECON-II_1:	27
10947.69006	2121.51533
10747.68997	2121.51533
10745.88657	2123.29678
10732.41133	2123.87601
10694.45993	2124.85383
10601.49525	2129.28657
10586.21661	2131.64725
10539.59612	2133.78306
9230.58846	2292.50252
9188.20556	2317.94568
9175.75801	2329.92121
9168.49391	2336.28368
9160.28682	2339.30762
9153.37929	2344.64090
9134.79876	2349.43572
9101.08275	2357.04362
9097.22149	2361.47635
9089.38691	2365.99318
9077.31852	2373.44987
9070.63866	2378.79925
9055.08155	2392.18156
9053.13498	2397.29218
9044.35993	2403.85652
9019.50019	2421.88174
9017.01778	2435.82622
8999.20970	2453.37270
8956.11492	2521.52665
	
Math-AUGMECON-II_2:	40
10747.68999	2121.51532
10601.49525	2129.28657
10539.59612	2133.78306
10500.71276	2133.91498
10447.48272	2137.25348
10354.51804	2141.68622
10322.97614	2147.81430
10275.16356	2147.94622
10221.93352	2151.28472
10186.70271	2156.94852
10158.68682	2158.92404
10106.30865	2162.86853
10096.29199	2167.16935
10001.94739	2175.22921
9956.08887	2180.79648
9237.06896	2283.81276
9230.58846	2292.50252
9218.89262	2301.45208
9192.06682	2313.51294
9188.20556	2317.94568
9170.02921	2335.58500
9151.51176	2345.87196
9150.48158	2346.98885
9114.87311	2350.47928
9111.01184	2354.91201
9101.08275	2357.04362
9097.22149	2361.47635
9089.38691	2365.99318
9077.31852	2373.44987
9072.40473	2375.58147
9067.51328	2381.13111
9066.77739	2383.23199
9055.81744	2390.08067
9051.81181	2398.89504
9044.35993	2403.85652
9022.10361	2418.54980
9019.50019	2421.88174
9013.96980	2439.80046
9003.84550	2449.76320
8999.20970	2453.37270
	
Math-AUGMECON-II_3:	50
10747.68997	2121.51533
10694.45994	2124.85383
10679.18129	2127.21451
10601.49525	2129.28657
10586.21661	2131.64725
10575.92800	2133.71930
10542.04971	2133.71930
10500.71276	2133.91498
10485.43408	2136.27566
10447.48272	2137.25348
10432.20409	2139.61416
10186.70271	2156.94852
10096.29199	2167.16935
10065.19409	2167.58989
10043.06195	2170.50785
10029.96327	2173.25368
9956.08887	2180.79648
9937.74900	2186.21941
9920.85806	2186.46027
9874.47149	2192.31620
9821.24145	2195.65470
9769.94177	2199.44731
9728.27676	2200.08744
9442.15551	2230.00132
9442.15551	2227.55583
9442.15551	2223.94581
9418.65171	2232.04662
9377.53714	2236.76798
9363.10265	2239.48989
9340.43880	2243.66283
9329.73936	2243.92263
9327.87183	2245.15369
9316.17600	2254.10325
9311.56302	2261.56195
9283.99561	2269.19941
9248.76480	2274.86320
9237.06896	2283.81276
9206.50132	2310.79103
9192.06682	2313.51294
9190.07308	2316.71462
9188.20556	2317.94568
9173.89048	2331.15226
9168.49395	2336.28367
9153.37929	2344.64090
9151.51176	2345.87196
9111.01184	2354.91201
9101.08275	2357.04362
9095.31469	2364.36161
9089.38691	2365.99318
9055.08155	2392.18156
	
Math-AUGMECON-II_4:	34
10028.09575	2174.48474
10001.94739	2175.22921
9956.08887	2180.79648
9769.94177	2199.44731
9728.27676	2200.08744
9659.20315	2200.08744
9612.65189	2211.67124
9599.78066	2211.95987
9571.53733	2216.39260
9534.27658	2220.46282
9513.64471	2222.44811
9500.77346	2222.73674
9472.53024	2227.16947
9418.65171	2232.04662
9218.89262	2301.45208
9192.06682	2313.51294
9190.07308	2316.71462
9188.20556	2317.94568
9173.89048	2331.15226
9171.89674	2334.35394
9150.48158	2346.98886
9133.33110	2349.48913
9114.87311	2350.47928
9089.38691	2365.99318
9081.17978	2369.01713
9072.40473	2375.58147
9071.37455	2376.69837
9067.51328	2381.13111
9055.00251	2396.06113
9053.13498	2397.29218
9029.62449	2411.91899
9027.75696	2413.15005
9019.50019	2421.88174
9007.46648	2444.64102
	
Math-AUGMECON-II_5:	27
10432.20408	2139.61416
10393.40140	2141.55430
10300.43671	2141.55430
10221.93352	2151.28472
10158.68682	2158.92404
10106.30865	2162.86853
10096.29199	2167.16935
10065.19409	2167.58989
9956.08887	2180.79648
9927.30414	2180.79648
9728.27676	2200.08744
9703.36950	2206.14295
9599.78066	2211.95987
9465.54264	2228.40053
9442.15551	2230.00132
9340.43880	2243.66283
9316.17600	2254.10325
9261.33177	2273.37234
9248.76480	2274.86320
9237.06896	2283.81276
9218.89262	2301.45208
9180.18979	2327.33410
9173.89048	2331.15226
9111.01184	2354.91201
9027.75696	2413.15005
9019.50019	2421.88174
9013.96980	2439.80046
	
Math-AUGMECON-II_6:	35
10314.04692	2147.81430
10221.93352	2151.28472
10158.68682	2158.92404
10106.30887	2162.86852
10001.94739	2175.22921
9944.92267	2185.37350
9920.85806	2186.46027
9908.66011	2190.69342
9874.47149	2192.31620
9859.19284	2194.67687
9821.24145	2195.65470
9769.94177	2199.44731
9728.27676	2200.08744
9703.36950	2206.14295
9653.01069	2208.62136
9629.26956	2210.86431
9571.53733	2216.39260
9188.20556	2317.94568
9182.05731	2326.10305
9180.18979	2327.33410
9173.89048	2331.15226
9168.49395	2336.28367
9160.28682	2339.30762
9150.48158	2346.98886
9114.87311	2350.47928
9101.08275	2357.04362
9081.17978	2369.01713
9058.94282	2387.74882
9053.13498	2397.29218
9044.35993	2403.85652
9027.75696	2413.15005
9019.50018	2421.88175
9003.84550	2449.76320
8968.96029	2516.80608
8956.11492	2521.52665
	
Math-AUGMECON-II_7:	36
10747.68997	2121.51533
10732.41133	2123.87601
10679.18129	2127.21451
10601.49525	2129.28657
10586.21661	2131.64725
10539.59612	2133.78306
10500.71276	2133.91498
10485.43412	2136.27566
10468.44419	2136.27566
10449.92064	2136.27566
10432.20408	2139.61416
10402.33062	2141.55430
10354.51804	2141.68622
10314.04692	2147.81430
10268.13617	2147.81430
9147.67299	2348.90797
9111.01184	2354.91201
9095.31469	2364.36161
9077.31852	2373.44987
9068.54346	2380.01421
9059.67871	2385.64794
9058.94282	2387.74882
9055.00251	2396.06113
9049.94428	2400.12610
9044.35993	2403.85652
9027.75696	2413.15005
9019.50019	2421.88174
9017.01778	2435.82622
9013.96980	2439.80046
9003.84550	2449.76320
8999.20970	2453.37270
8997.06654	2468.71019
8984.29091	2479.15329
8971.76961	2493.64519
8968.96029	2516.80608
8956.11492	2521.52665
	
Math-AUGMECON-II_8:	19
10393.40191	2141.55428
10300.04742	2141.55428
10275.16356	2147.94622
10000.91378	2147.94622
9979.43530	2147.94622
9944.92267	2185.37350
9920.85806	2186.46027
9907.44138	2190.94077
9728.27676	2200.08744
9703.36950	2206.14295
9653.01069	2208.62136
9283.99561	2269.19941
9248.76480	2274.86320
9230.58846	2292.50252
9218.89262	2301.45208
9192.06682	2313.51294
9188.20556	2317.94568
9158.29308	2342.50930
9070.63866	2378.79925
	
Math-AUGMECON-II_9:	39
10275.16387	2147.94620
10211.91686	2155.58554
10186.70274	2156.94851
9956.08887	2180.79648
9908.66011	2190.69342
9874.47149	2192.31620
9821.24145	2195.65470
9769.94177	2199.44731
9728.27676	2200.08744
9703.36950	2206.14295
9653.01069	2208.62136
9629.26956	2210.86431
9612.65189	2211.67124
9599.78066	2211.95987
9571.53737	2216.39260
9071.37455	2376.69837
9068.54346	2380.01421
9067.51328	2381.13111
9066.77739	2383.23199
9059.67871	2385.64794
9058.94282	2387.74882
9055.81744	2390.08067
9055.08155	2392.18156
9055.00251	2396.06113
9053.13498	2397.29218
9051.81181	2398.89504
9044.35993	2403.85652
9029.62449	2411.91899
9022.10361	2418.54980
9020.23608	2419.78085
9019.50019	2421.88174
9007.46648	2444.64102
9004.58140	2447.66232
9003.84550	2449.76320
8999.94559	2451.27182
8999.20970	2453.37270
8971.76961	2493.64519
8969.62646	2508.98267
8968.96029	2516.80608
	
Math-AUGMECON-II_10:	38
10447.48272	2137.25348
10393.40140	2141.55430
10354.51802	2141.68622
10314.04692	2147.81430
10211.91686	2155.58554
10158.68682	2158.92404
10106.30865	2162.86853
10096.29199	2167.16935
10065.19409	2167.58989
10043.06195	2170.50785
10001.94739	2175.22921
9986.03723	2180.65214
9956.08887	2180.79648
9920.85806	2186.46027
9874.47149	2192.31620
9872.66809	2194.09765
9859.19284	2194.67687
9821.24145	2195.65470
9805.96281	2198.01538
9728.27676	2200.08744
9192.06682	2313.51294
9188.20556	2317.94568
9180.18979	2327.33410
9175.75801	2329.92121
9173.89048	2331.15226
9160.28682	2339.30762
9150.48158	2346.98886
9127.74734	2349.95152
9101.08275	2357.04362
9097.22149	2361.47635
9095.31469	2364.36161
9067.51328	2381.13111
9017.01778	2435.82622
9012.10228	2441.03152
8999.20970	2453.37270
8997.80244	2466.60931
8997.06654	2468.71019
8991.81179	2472.52248
	
Math-AUGMECON-II_11:	39
10393.40140	2141.55430
10354.51798	2141.68622
10314.04693	2147.81429
10275.16406	2147.94620
10269.74611	2151.15280
10221.93352	2151.28472
10211.91686	2155.58554
10186.70271	2156.94852
10158.68682	2158.92404
10106.30865	2162.86853
10096.29199	2167.16935
10065.19409	2167.58989
10029.96327	2173.25368
10001.94739	2175.22921
9997.20344	2176.07512
9986.03723	2180.65214
9944.92267	2185.37350
9937.74900	2186.21941
9908.66011	2190.69342
9168.49395	2336.28367
9160.28682	2339.30762
9153.37929	2344.64090
9151.51176	2345.87196
9114.87311	2350.47928
9097.22149	2361.47635
9072.40473	2375.58147
9070.63866	2378.79925
9059.67871	2385.64794
9055.08155	2392.18156
9044.35993	2403.85652
